CASEID,provincp,rpincear,rpagegrp,rpsex,rphighestedp,spincear,spagegrp,spsexp,sphighestedp,ch04toip,ch517toip,y1824toip,m301,m302tot,m308,totexpen
 9518,24,  34000, 8,1,1,  19000, 8,2,1,0,0,0, 1700,    0, 1700,  70600
 9138,24,   8000, 9,2,1,      0,10,1,7,0,0,0,    0,    0,    0,  56796
 9841,24,  60000, 6,1,2,  22000, 6,2,2,0,0,0,    0,    0,    0,  76999
 9809,24, 100000, 5,2,5,  40000, 5,1,5,0,2,0, 3200,  800, 2400, 139571
 9123,24,      0,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  22177
 8304,24,  42000, 1,1,5,      0,99,9,9,0,0,1,    0,    0,    0,  44432
 8382,24,  29000, 7,2,5,      0,99,9,9,0,0,1,  160,  160,    0,  28203
 9189,24,  47000, 8,1,2,  40000, 8,2,2,0,0,0,    0,    0,    0,  69503
 9484,24,  10000,10,1,4,  22000, 7,2,2,0,0,0,    0,    0,    0,  46431
 9415,24,      0,10,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  75630
 8706,24,      0, 8,1,2,  40000, 8,2,5,0,0,1,    0,    0,    0, 111177
 9238,24,  57000, 8,1,5,  39000, 6,2,3,0,0,1,  400,  250,  150,  66289
 9133,24,      0, 8,2,1,  45000, 9,1,1,0,0,0,    0,    0,    0,  46079
 9124,24,      0,11,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  35350
 8899,24,      0,12,2,1,      0,12,1,1,0,0,0,  500,  500,    0,  45036
10330,24,  49000, 8,1,6,      0, 7,2,3,0,0,1,    0,    0,    0,  72622
10351,24,  81000, 7,1,5,  46000, 7,2,7,0,0,2, 3650,  750, 2500, 216223
 9125,24,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  16719
 9126,24,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   6464
 9416,24,  72000,10,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  47379
10572,24,  48000, 6,2,2,  32000, 6,1,2,0,0,1, 3000,    0, 3000,  93095
 9127,24,      0,12,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  18615
 9753,24,   9200, 2,1,1,   8400, 2,2,1,2,1,0,   60,    0,   60,  53849
 6906,24,  22000, 1,1,2,      0,99,9,9,0,0,2,    0,    0,    0,  55783
 7024,24,      0, 5,2,2,      0,99,9,9,0,1,0,  170,    0,  170,  11818
 9085,24,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  20639
 9086,24,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11006
 9146,24,  36000, 8,2,8,      0,99,9,9,0,0,0, 1426,  140,  186,  61356
 9647,24,  40000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  39574
 8930,24,   4000, 1,1,5,      0,99,9,9,0,0,1,  150,    0,  150,  14267
 8785,24,  28000, 1,2,2,  15000, 2,1,2,0,0,2,    0,    0,    0,  55304
 8472,24,  57000, 8,1,2,      0, 8,2,2,0,0,0,    0,    0,    0,  51941
 8626,24,  40000, 8,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  42596
 9087,24,      0,10,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  16730
 6704,24,      0, 3,2,2,      0,99,9,9,0,2,0,  420,  180,    0,  14105
 8843,24,  60000, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  50528
 8100,24,  28000, 7,2,1,      0,99,9,9,0,1,0, 2500, 1000, 1500,  53219
 9132,24,  32000, 6,2,2,      0,99,9,9,0,0,1,    0,    0,    0,  63052
 8834,24,      0, 4,2,7,      0,99,9,9,0,0,0,    0,    0,    0,   3779
 9029,24,      0,10,1,2,      0,99,9,9,0,0,0,    0,    0,    0,   9055
 9599,24,   7000, 4,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  21701
 9030,24,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  21188
 9792,24,  45000, 9,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  34887
 9297,24,      0, 3,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  19146
 7847,24,   6100, 4,2,7,      0,99,9,9,0,2,0,  265,  265,    0,  45025
 8360,24,  69000, 4,1,7,      0, 4,2,8,1,1,0,  953,  453,  500,  74952
 7702,24,  39000, 7,2,5,      0,99,9,9,0,1,0,  200,  200,    0,  40360
 9338,24,  58000, 4,1,8,  30000, 4,2,5,0,0,0,  340,  280,    0,  92436
 8965,24,    300, 4,1,5,      0, 2,2,7,0,0,0,   65,    0,   65,  13813
10118,24,  47000,10,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  35742
 9031,24,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  10793
 9573,24,      0, 7,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  19425
 9588,24,  40000, 6,2,7,  73000, 7,1,7,0,0,0, 2680,  335, 2345,  91433
10347,24,  22000, 1,1,2,      0,99,9,9,0,2,2,    0,    0,    0,  59618
 9104,24,  80000, 7,2,5,      0, 9,1,1,0,0,0,    0,    0,    0,  89719
10575,24,  96000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0, 102493
 8850,24,      0,11,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  31692
 8892,24,  30000, 4,1,8,      0, 2,2,2,1,1,0, 3200,  200, 3000,  53505
10435,24,  19000, 2,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  18744
 9298,24,      0, 3,1,8,      0,99,9,9,0,0,0,  500,    0,    0,  27814
 5738,24,   1200, 3,1,2,      0, 1,2,1,1,0,1,    0,    0,    0,  16658
 9540,24,      0, 6,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  12519
 9791,24,  51000, 7,1,8,      0,99,9,9,0,0,0,    0,    0,    0, 155372
 7988,24,  38000, 7,2,4,      0,99,9,9,0,0,1,  860,  360,  500,  36474
 9921,24,  45000, 3,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  57003
 7721,24,  60000, 5,2,7,      0,99,9,9,0,0,1,  350,  150,  200,  82493
 9032,24,      0,12,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  27341
 9242,24,  45000, 9,2,8,      0,99,9,9,0,0,1, 4500, 1000, 3500,  42826
 8806,24,   3900, 5,1,2,      0, 4,2,8,2,0,0,    0,    0,    0,  42427
 8559,24,  20000, 2,2,5,  10000, 2,1,5,1,0,0,    0,    0,    0,  39160
 8758,24,  19000, 3,1,8,  19000, 2,2,8,2,0,0, 1200, 1200,    0,  89637
 9908,24,  10000, 3,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  19831
10254,24,  76000, 5,2,5,      0, 6,1,2,1,2,0,  250,  120,  130, 115187
10278,24,  30000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  48705
 9627,24,  90000, 7,2,5,  65000, 7,1,1,0,2,0, 1150,  250,    0, 108071
 9450,24,  50000, 9,1,2,      0, 6,2,2,0,1,1,    0,    0,    0,  61609
 9438,24,  60000, 7,2,5,  80000, 8,1,7,0,0,0,    0,    0,    0, 140195
 9198,24,  20000, 8,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  35781
 9033,24,      0,11,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  41495
 9595,24,  17000, 5,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  17190
 9591,24,  22000,10,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  73382
 9034,24,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  28441
 8466,24,   1000, 1,1,5,      0,99,9,9,0,0,1, 3700, 1400, 2300,  69506
 9299,24,  60000, 2,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  76264
 8893,24,  60000, 8,2,7,  60000, 7,1,3,0,0,0,    0,    0,    0, 160168
 8811,24,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  24287
10366,24,   4500, 8,1,8, 140000, 7,2,7,0,0,0,    0,    0,    0, 129753
 8614,24,  20000, 5,1,8,  30000, 4,2,8,0,1,0,    0,    0,    0,  55061
 8471,24,  52000, 4,1,6,  72000, 4,2,7,1,1,0,  290,   80,    0, 133770
 8634,24,      0, 9,2,3, -10000, 8,1,7,0,0,1, 2668, 1250,  238,  88614
 8851,24,      0,12,1,2,      0,12,2,2,0,0,0,  320,  100,  220,  63533
 8672,24,      0, 7,2,2,  74000, 7,1,8,0,1,0,    0,    0,    0,  84158
 9088,24,      0,12,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  32126
 7635,24,  40000, 3,2,2,  50000, 3,1,2,1,0,0,    0,    0,    0,  80476
 9467,24,      0, 7,2,5, 120000, 7,1,7,0,0,1,  180,    0,    0, 109696
 9320,24,  43000, 7,2,5,  90000, 7,1,7,0,0,1,  140,  140,    0, 152800
 6766,24,  50000, 5,2,7,      0,99,9,9,0,2,0,  630,  300,  140,  42546
 6090, 0,      0, 9,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  64580
 9956,24, 100000, 5,1,6,  29000, 4,2,7,1,2,0,  400,  148,  252, 164757
 8657,24,  27000, 8,1,2,  15000, 7,2,1,0,0,0,    0,    0,    0,  71204
 8345,24, 130000, 4,1,5,      0, 3,2,7,1,0,0,    0,    0,    0, 118010
 8508,24,      0, 9,2,6,      0,99,9,9,0,0,0,  325,    0,    0,  33632
 8873,24,  55000, 8,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  46952
 8757,24,      0, 8,2,2, 140000, 8,1,2,0,0,1,    0,    0,    0, 140588
 9385,24,  30000, 4,2,5,  75000, 5,1,7,0,2,0,  560,  360,  200,  89364
 8503,24,  52000, 5,1,1,  37000, 7,2,3,0,1,0,  796,  120,  160,  97487
10213,24,  35000, 7,2,2,  50000, 7,1,2,0,0,2, 5000,  850, 4150, 120657
10065,24, 110000, 5,1,5,  49000, 4,2,7,1,2,0, 9560,  560, 9000, 137881
 8516,24,  66000, 3,1,2,      0, 2,2,5,2,0,0,    0,    0,    0,  83504
 9514,24,  37000, 4,1,3,  16000, 3,2,1,0,2,0,  189,  135,   54,  58461
 9551,24,  65000, 2,1,7,  29000, 2,2,5,0,0,0,    0,    0,    0,  70986
 8627,24,  39000, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  48358
 8710,24,  10000, 3,2,2,      0,99,9,9,0,1,0,  435,  435,    0,  29159
 6014,24,  33000, 1,1,1,      0,99,9,9,0,0,1,    0,    0,    0,  41735
 9543,24,  26000, 7,1,5,  20000, 6,2,5,0,0,1,    0,    0,    0,  65443
 8562,24,  38000, 9,1,1,      0, 7,2,1,0,0,1, 3500,  455, 3045,  42830
 9089,24,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  26082
 9497,24,  66000, 3,1,2,  38000, 3,2,2,0,2,0,  800,  300,  300, 109618
 9819,24,  62000, 7,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  75735
 9105,24,  88000, 8,1,3,      0, 7,2,1,0,0,0,    0,    0,    0,  77106
 8823,24,  60000, 4,1,7,    700, 4,2,5,0,2,0,  708,  333,  100,  81296
 7415,24,  69000, 5,2,7,      0,99,9,9,0,1,0,  357,   85,   37,  74561
10450,24,  99000, 5,1,7,      0,99,9,9,0,0,0,    0,    0,    0, 121971
 9090,24,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  18310
 8282,24,      0, 9,1,5,      0, 9,2,2,0,0,0,   75,    0,    0,  35702
 8934,24,      0, 9,2,1,  25000,10,1,1,0,0,0,    0,    0,    0,  49725
 8628,24,  35000, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  49465
 9175,24,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  28518
 7813,24,  30000, 2,2,2,  40000, 2,1,5,1,0,0,   86,    0,    0,  66876
 8852,24,      0,12,2,2,      0,14,1,3,0,0,0,    0,    0,    0,  77376
 9091,24,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  21074
 9845,24,  55000, 3,1,5,  45000, 2,2,7,0,0,0, 2380,  500, 1880, 142691
 9411,24,  32000, 2,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  30275
10055,24,   3000, 3,2,3,  60000, 3,1,2,0,0,0,    0,    0,    0,  70535
 7025,24,      0, 4,2,8,      0,99,9,9,0,1,0, 2257,  739, 1518,  18862
 8953,24,  36000, 4,1,3,   4500, 3,2,7,1,1,0,  140,    0,    0,  64962
 9412,24,  33000, 2,1,5,      0,99,9,9,0,0,0,  850,  200,  650,  31220
10283,24,  43000, 2,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  38880
 8702,24,   6500, 1,1,3,      0,99,9,9,0,0,2,  120,   30,   90,  14381
 9574,24,  13000, 7,1,0,      0,99,9,9,0,0,0,    0,    0,    0,  28363
 9092,24,      0,11,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  46251
 9820,24,  50000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0, 102303
 7703, 0,  35000, 3,2,1,  21000, 2,2,2,0,0,0,    0,    0,    0,  63524
 9821,24,  26000, 2,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  26692
 9356,24,  36000, 2,1,2,  18000, 2,2,1,1,2,0,  180,  100,   80,  68316
 9581,24,  52000, 2,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  56225
10456,24,   7800, 2,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  25840
 8205, 0,  38000, 2,2,5,  35000, 3,2,5,0,0,0,    0,    0,    0,  53441
10135,24,   6000, 2,1,5,  28000, 2,2,5,0,0,0,    0,    0,    0,  37633
 9769,24,  12000, 7,2,2,  12000, 7,1,2,0,0,0,  460,    0,    0,  42484
 6279,24,      0, 2,2,2,  16000, 1,1,2,0,1,1, 1005,  720,  285,  44519
 8853,24,      0,11,1,1,      0,10,2,2,0,0,0,    0,    0,    0,  24485
 7902,24,  65000, 7,1,3,      0,99,9,9,0,1,0,  325,  125,  200,  74335
 9106,24,   4000, 8,2,1,  55000, 7,1,3,0,0,0,    0,    0,    0,  76559
 9582,24,  74000, 2,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  59776
 8854,24,      0,10,1,2,      0,10,2,2,0,0,0,    0,    0,    0,  50765
 9093,24,      0,10,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  52499
 8855,24,      0,10,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  37660
10242,24,  75000, 7,1,7,  13000, 7,2,5,0,0,0, 2000,  400, 1000,  87895
 8045, 0,  60000, 8,1,2,  15000, 8,2,2,0,0,0,    0,    0,    0,  70327
 8532,24,  88000, 7,2,7,      0,99,9,9,0,0,1, 2300,  800, 1300, 105461
 9459,24,  84000, 8,1,8,      0, 7,2,2,0,0,0, 2250,  100,  700,  97974
 8163,24,  49000, 2,2,5,  35000, 2,1,3,1,0,0,    0,    0,    0,  68217
 9822,24,  55000, 6,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  62981
 8801, 0,      0, 3,2,1,      0,99,9,9,0,1,0,  126,  126,    0, 101845
 9741,24,      0, 4,2,5, 100000, 5,1,7,0,2,0, 2200,  400, 1300, 119426
10402,24,  20000, 2,1,5,      0, 2,2,3,0,0,0,  400,    0,  400,  29827
10120,24,      0, 3,2,2,  50000, 5,1,2,1,1,0,  500,  250,  250,  58102
10085,24,  76000, 8,1,7,  60000, 4,2,7,0,0,0,  200,    0,    0, 104519
10214,24,  68000, 5,1,7, 100000, 5,2,6,0,1,0,  600,  200,    0, 133469
10027,24,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  34054
10048,24,  79000, 8,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  78492
 9747,24,  30000, 5,1,3,  25000, 8,2,1,0,0,0,    0,    0,    0,  57493
10357,24,  47000, 4,1,1,  15000, 4,2,1,0,2,0, 1100,  500,  100,  68961
10586,24,   9800, 6,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  57544
10203,24,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  13168
10204,24,      0,10,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  10129
 9900,24,      0, 8,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  27611
10583,24,  42000, 8,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  32506
10327,24,   7800, 6,2,2,      0, 7,1,1,0,1,0,    0,    0,    0,  32824
10028,24,      0,12,1,1,      0,10,2,2,0,0,0,    0,    0,    0,  29486
10309,24,  35000, 3,1,1,  35000, 3,2,5,0,0,0,    0,    0,    0,  60012
10510,24,  26000, 8,2,2,   6400, 8,1,2,0,0,0,    0,    0,    0,  83742
10765,24,  40000, 6,1,2,  20000, 5,2,2,0,1,2,    0,    0,    0,  72071
10310,24,  37000, 2,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  86753
 6361,24,  36000, 3,2,7,      0,99,9,9,1,1,0,  270,   80,   40,  57694
 9738,24,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  30390
10733,24,  50000, 6,2,1,  50000, 5,1,1,0,2,1,  700,  400,  300,  96611
 8885,24,  75000, 3,1,2,  50000, 3,2,5,1,0,0,    0,    0,    0, 118436
 9515,24,  35000, 9,1,2,      0, 8,2,2,0,0,0,    0,    0,    0,  35736
 8928,24,  23000, 5,2,2,      0,99,9,9,0,1,0,  754,  176,  245,  24186
 9222,24,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  22276
 9694,24,  30000, 8,2,2,  63000, 7,1,5,0,0,0,    0,    0,    0,  79776
10345,24,      0, 2,2,3,  45000, 3,1,3,1,3,0,  765,  450,  315,  66948
10287,24,  40000, 5,1,1,  20000, 4,2,2,0,1,1, 2825, 1625, 1200,  62120
 8708,24,   7800, 3,2,5,  35000, 2,1,2,1,0,0,    0,    0,    0,  95904
 8923,24,      0,10,1,1,      0, 9,2,2,0,0,0,    0,    0,    0,  46381
 9395,24,      0, 5,2,1,  65000, 5,1,0,0,0,0, 1140,  180,  300,  91172
10114,24,  52000, 6,1,2,  21000, 6,2,1,0,0,0, 4000,  300, 3700,  67299
 9425,24,  56000, 8,1,5,  54000, 6,2,6,0,0,0,    0,    0,    0,  88506
 8877,24,  53000, 8,1,1,  36000, 8,2,2,0,0,0,    0,    0,    0, 112991
 9911,24,  51000, 3,1,3,      0,99,9,9,0,0,0,  165,    0,   75,  70647
 8223,24, 100000, 6,2,5,      0,99,9,9,0,1,0, 4400,  400, 4000,  38381
 8904,24,  57000, 2,1,3,  40000, 3,2,2,2,0,0,    0,    0,    0,  99593
 9408,24,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  18444
 9749,24,   9000, 2,2,2,  22000, 2,1,5,2,0,0,    0,    0,    0,  40496
 9409,24,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  15981
 9905,24,      0, 6,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  12763
 9399,24,      0,11,1,7,      0,10,2,7,0,0,0,  480,    0,    0, 112989
 9410,24,      0,11,2,7,      0,99,9,9,0,0,0,  390,    0,  140,  42757
 9223,24,      0,10,1,7,      0,10,2,1,0,0,0,    0,    0,    0,  61641
 6871,24,  30000, 1,2,3,  25000, 1,1,3,0,0,2,    0,    0,    0,  61552
10538,24,  50000, 9,1,1,      0, 8,2,6,0,0,0,    0,    0,    0,  59961
10399,24,   3000, 9,2,6,      0,99,9,9,0,0,0,  105,    0,   90,  73796
10407,24,  70000, 6,2,2,   4500, 6,1,1,0,0,0,    0,    0,    0,  63705
10138,24,  27000, 2,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  25082
 9485,24,  27000, 3,1,2,  33000, 2,2,2,1,1,0,  225,    0,  225, 104878
10322,24,  45000, 6,2,2,  75000, 6,1,2,0,0,0, 3300,  800, 2500,  97978
10563,24,  44000, 6,1,1,  14000, 7,2,1,0,0,0,    0,    0,    0,  40393
 8849,24,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  32149
 8533,24,  25000, 2,1,1,  32000, 1,2,1,0,0,1,   40,   40,    0,  53887
 9426,24,  55000, 3,1,3,   7500, 2,2,5,2,0,0,    0,    0,    0,  53847
 9451,24,  58000, 4,1,5,  38000, 4,2,5,0,0,0,    0,    0,    0,  99220
 9894,24,  70000, 5,2,7,  50000, 6,1,5,0,2,0,  250,  250,    0,  74092
 8878,24,  37000, 8,2,2,  63000, 8,1,2,0,0,0,    0,    0,    0,  69176
 9639,24,  23000, 5,1,2,   5700, 5,2,2,1,1,0,  225,    0,  225,  41815
 7989,24,  55000, 6,2,6,      0,99,9,9,0,1,0,  900,  300,  300,  82731
 8350, 0,      0, 8,2,2,  47000, 7,2,5,0,0,0,    0,    0,    0, 107678
 9598,24,  48000, 6,1,5,      0, 3,2,2,0,0,1,    0,    0,    0,  53741
 8608,24,      0, 9,1,6,      0, 9,2,2,0,0,0,    0,    0,    0,  28190
 8654,24,      0,10,1,2,      0, 7,2,2,0,1,0,  375,  200,  175, 119003
 9666,24,  90000, 6,1,8,  76000, 7,2,7,0,1,0,  618,  260,  158, 135654
 8609,24,      0, 9,2,3,      0, 8,1,2,0,0,0,    0,    0,    0,  63114
 9950,24,  20000,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  35760
 9562,24,  40000, 7,1,6,  53000, 6,2,8,0,0,0,  500,  150,  350,  78699
 9743,24,   6600, 6,2,2,  22000, 8,1,2,0,0,1,  650,  350,  300,  59895
 8217,24,  76000, 5,1,8,      0, 5,2,8,0,1,0, 2250, 1000, 1000,  79781
 9701,24,  75000, 7,1,5,      0, 6,2,2,0,0,2,  500,  250,  250,  71535
 8975,24,      0, 9,2,3,      0, 9,1,7,0,0,0,12000,    0,10000, 177435
 9516,24,  60000, 7,2,2,      0,99,9,9,0,0,1,    0,    0,    0,  90995
 8812,24,      0,10,2,6,      0,11,1,7,0,0,0,    0,    0,    0,  51014
 9619,24,  46000, 4,2,5, 100000, 4,1,7,0,2,0,  936,  100,  746, 128984
 9035,24,      0,14,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  21057
 9036,24,      0,14,1,6,      0,99,9,9,0,0,0,    0,    0,    0, 251122
 9037,24,      0,14,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  56618
 9038,24,      0,14,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  45812
 9039,24,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  45370
 9430,24,  29000, 7,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  58174
 8813,24,      0,14,1,2,      0,14,2,2,0,0,0,    0,    0,    0,  65258
 9040,24,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  33966
 8964,24,  36000, 5,1,2,  22000, 5,2,7,1,1,0, 1500,  400,  300,  82102
 8595,24, 120000, 8,2,7,      0,99,9,9,0,0,1,    0,    0,    0, 119321
 9932,24, 120000, 6,1,8,  35000, 5,2,8,1,2,0, 7510,  650, 6000,  94957
 8051, 0,  13000, 2,2,2,  19000, 1,2,1,0,0,2,  572,  100,  472,  52263
 8529,24,  32000, 8,2,1,      0,99,9,9,0,0,1,    0,    0,    0,  38207
 8476,24,   1500, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  64322
 9620,24,  40000, 6,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  35876
 5393,24,  35000, 2,2,3,      0,99,9,9,1,0,0,  150,   50,  100,  37725
 9041,24,      0,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  14944
 9300,24,  62000, 7,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  81632
 9339,24,  25000, 4,2,5,  58000, 5,1,5,0,0,0,    0,    0,    0,  75644
 8477,24,      0, 8,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  22335
 7905,24,      0, 6,2,1,      0,99,9,9,0,0,1,    0,    0,    0,  16014
 9240,24,  34000, 2,1,5,  16000, 1,2,3,0,0,1,    0,    0,    0,  43918
 9843,24,  58000, 4,1,8,   9600, 4,2,3,0,0,0,    0,    0,    0,  86629
 8536,24,      0,10,1,2,      0, 9,2,2,0,0,0,    0,    0,    0,  24300
 7329,24,  60000, 4,1,8,      0, 2,2,7,1,0,0,    0,    0,    0,  61298
10025,24,  30000, 7,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  34517
 9042,24,      0,10,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  37063
 9043,24,      0,11,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  25201
 9044,24,      0,12,2,4,      0,99,9,9,0,0,0,    0,    0,    0,  19467
 8814,24,      0,12,1,8,      0,11,2,7,0,0,0,    0,    0,    0,  80183
10507,24, 450000, 3,2,8,      0,99,9,9,0,0,0,    0,    0,    0, 241123
 6453,24,      0,12,1,5,      0,11,2,5,0,0,0,    0,    0,    0, 109274
 7021,24,  60000, 3,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  70679
 6454,24,      0,13,1,3,      0, 9,2,3,0,0,0,    0,    0,    0,  29980
 5355, 0, 200000, 8,1,8,      0, 8,2,2,0,0,2,    0,    0,    0, 345052
 6571,24,      0,14,2,0,      0,99,9,9,0,0,0,    0,    0,    0,  70850
 6352,24,  31000, 9,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  33624
 4977,24,  15000, 1,1,6,      0,99,9,9,0,0,1, 4480,  440, 4000,  43630
 6383,24,  12000, 1,2,5,      0,99,9,9,0,0,2,  350,  350,    0,  29353
 7139,24, 110000,11,1,8,      0,11,2,8,0,0,0, 1150,  150,    0, 241485
 7039,24,  71000, 6,2,8,  93000, 6,1,8,0,2,0,15500,  500,12000, 198940
 6851,24, 150000, 7,1,7,  75000, 6,2,6,0,1,0, 9300,  200, 7000, 234872
 7167, 0, 600000, 8,1,7,      0, 8,2,7,0,0,0,    0,    0,    0, 423560
 6455,24,      0,11,1,8,      0,10,2,3,0,0,0,    0,    0,    0,  35693
 6456,24,      0,11,1,4,      0,10,2,2,0,0,0,    0,    0,    0,  18907
 6108,24,      0, 9,1,8,      0, 9,2,8,0,0,0,    0,    0,    0, 169469
 6572,24,      0,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  64089
 7636,24,  48000, 7,2,7, 100000, 8,1,8,0,1,1, 4000, 1000, 3000, 136570
 6300,24,  23000, 5,1,5,  82000, 4,2,6,1,1,0,  466,   66,    0, 111727
 6457,24,      0,12,2,2,      0,12,1,2,0,0,0,    0,    0,    0,  61683
 7443,24, 110000, 6,1,8,  58000, 5,2,8,0,2,0,  410,  160,   90, 172652
 6597,24, 250000, 7,1,8,      0, 8,2,5,0,0,1, 2900,  800,  600, 270016
 6109,24,   2000, 9,1,7,   2000, 9,2,2,0,0,0,    0,    0,    0,  64420
 7805, 0,  55000, 8,1,5,      0, 5,2,7,0,0,0,    0,    0,    0, 104939
 6712,24,  90000, 4,1,7,  60000, 4,2,7,1,1,0,25000,    0,25000, 222672
 6601,24,      0,14,1,7,      0,13,2,2,0,0,0,    0,    0,    0,  37549
 6746,24,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  32712
 6652,24,   4800, 1,2,5,      0,99,9,9,0,0,1, 1250, 1250,    0,  28483
 8722,24,  98000, 6,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  82921
 8097,24, 120000, 7,2,6,  60000, 7,1,6,0,1,1,    0,    0,    0, 215226
 8362,24, 160000, 8,1,8, 170000, 7,2,8,0,0,0,    0,    0,    0, 281176
 7752,24,      0, 5,2,7, 160000, 5,1,7,1,3,0, 1950,  750,  700, 146971
 7765,24,  28000, 5,2,7,  98000, 5,1,7,0,3,0, 2100,  300,    0, 108066
 6742,24,  53000, 6,2,5,  20000, 7,1,2,0,0,1, 3100,  500, 2600,  93113
