CASEID,provincp,rpincear,rpagegrp,rpsex,rphighestedp,spincear,spagegrp,spsexp,sphighestedp,ch04toip,ch517toip,y1824toip,m301,m302tot,m308,totexpen
 8454,24, 100000, 7,2,6,  70000, 7,1,6,0,1,1, 1750, 1250,  500, 151730
 6602,24,      0,10,2,5,      0,12,1,7,0,0,0,    0,    0,    0,  51529
 8206,24,   2000,11,1,8,   4000,10,2,8,0,0,0,    0,    0,    0, 105415
 6747,24,      0,10,2,6,      0,99,9,9,0,0,0,  435,    0,  435,  51390
 7884,24,  29000, 6,2,2, 140000, 6,1,5,0,2,0, 2750, 1100, 1200, 154989
 6857,24,      0,12,1,5,      0,13,2,5,0,0,0,    0,    0,    0,  55065
 7018,24, 130000, 7,2,8,      0,99,9,9,0,1,0,17150,  450,16000, 138359
 7978,24, 120000, 7,1,8,   1000, 7,2,8,0,1,0,  650,  500,  150, 115060
 6443,24,      0, 9,1,5,      0, 9,2,7,0,0,0,    0,    0,    0, 150300
 6374,24,  34000, 3,1,3,  42000, 2,2,5,1,0,0,    0,    0,    0,  65254
 7677,24,      0, 6,2,7,      0,99,9,9,0,0,0,    0,    0,    0,   7689
 6440,24,      0, 4,1,8,      0, 4,2,7,2,0,0,  266,    0,  106,  46711
 7046,24,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  56597
 7186,24,      0,11,1,2,  23000,10,2,2,0,0,0,    0,    0,    0,  58324
 6858,24,      0,12,2,5,      0,13,1,2,0,0,0,    0,    0,    0,  44801
 7047,24,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  33094
 7048,24,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  37524
 7049,24,      0,14,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  56310
 7050,24,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  34744
 8046, 0,  30000,12,1,5,      0,13,2,3,0,0,0,    0,    0,    0,  76997
 7095, 0,      0,13,1,7,      0,13,2,6,0,0,0,    0,    0,    0, 160782
 7051,24,      0,13,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  41276
 6859,24,      0,13,1,2,      0,13,2,3,0,0,0,    0,    0,    0,  73841
 7052,24,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  56556
 7053,24,      0,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  50282
 8931,24,   2400, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  73850
 8600,24,   8800,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  51704
 5520, 0, 250000, 6,1,5,      0,99,9,9,0,1,0, 3500, 2000, 1500, 285213
 6860,24,      0,13,1,7,      0,13,2,3,0,0,0,    0,    0,    0,  50379
 8081,24,  41000, 5,2,7, 190000, 7,1,7,0,3,0, 1650,  600,  200, 219663
 8790,24, 130000, 6,1,7,  14000, 5,2,5,0,3,0, 2210, 1210, 1000, 152258
 7526,24, 130000, 9,1,8,      0, 9,2,5,0,0,0,    0,    0,    0, 140045
 5631, 0,      0, 9,1,8,  70000, 9,2,8,0,0,0,    0,    0,    0, 157863
 6861,24,  45000,12,1,2,      0,10,2,2,0,0,0,    0,    0,    0,  91801
 8760,24,  90000, 8,1,7,  40000, 7,2,2,0,0,0,    0,    0,    0, 175255
 9143,24,  17000, 2,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  89271
 6593,24,  40000, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  74467
 7945,24,  60000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  67883
 7078,24,      0, 8,2,7,  45000, 9,1,8,0,0,0,    0,    0,    0,  70181
 7690,24,  95000, 4,1,2,      0, 4,2,7,1,2,0,  500,  500,    0,  91269
 7523,24,  83000, 4,1,8,  59000, 4,2,7,1,1,0, 2215,   15, 1200, 134124
 8113,24,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  31848
 9052,24, 110000, 5,1,7,  65000, 5,2,7,1,3,0, 3740,  700,    0, 167072
 8168,24,  56000, 8,1,6,  34000, 7,2,6,0,0,0,    0,    0,    0,  97564
 8311,24,  60000, 6,1,7,      0,99,9,9,0,1,2, 1500,  500, 1000, 101155
 8568,24,  55000, 6,2,7,  70000, 5,1,7,0,2,0,  850,  250,  600, 104137
 8149,24,  35000, 4,2,1,  70000, 5,1,5,0,0,0,    0,    0,    0,  90185
 8913,24,  81000, 8,1,8,  81000, 8,2,7,0,1,2, 5900, 1750, 3350, 167901
 7579,24,      0, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  16796
 9216,24,  48000, 7,1,7,  55000, 5,2,8,0,3,0, 6120,  620, 5500,  94885
 7932,24,      0,11,2,8,      0,12,1,8,0,0,0,    0,    0,    0,  96428
 7806, 0,  41000, 6,2,2, 210000, 6,1,5,0,0,0, 4900,  400, 4000, 204327
 8088,24,  27000, 9,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  51813
 9244,24,  40000, 5,2,2,  70000, 5,1,5,0,3,0,12000, 2500, 8000, 151476
 6823,24,  58000, 6,2,5,      0,99,9,9,0,1,0,  350,  350,    0,  69539
 6563,24,  42000, 4,2,7,      0,99,9,9,0,2,0,    0,    0,    0, 105557
 8464,24,      0, 9,2,2, 120000, 8,1,7,0,0,0,  800,    0,  800, 117123
 8267,24,  90000, 7,2,5,  87000, 9,1,3,0,0,0,    0,    0,    0, 199448
 9116,24,   2000, 2,2,7,      0,99,9,9,0,0,0, 2720,  320, 2400,  26472
 7444,24,      0, 9,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  27198
 8550,24, 210000, 8,2,8,      0,10,1,8,0,0,0,    0,    0,    0, 249129
 8114,24,  35000, 5,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  30495
 9293,24,  45000, 2,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  39327
 7812,24,  15000, 9,2,3,  57000, 9,1,5,0,0,0,    0,    0,    0,  55778
 8639,24,  40000, 5,2,7,  10000, 5,1,7,0,2,0,10150, 1250, 8000,  77376
 7445,24,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  24614
 8009,24,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  21648
 7130,24,      0, 9,1,5, 240000, 9,2,8,0,0,0,    0,    0,    0, 185489
 7956,24,      0,11,2,2,      0,11,1,2,0,0,1, 4800,    0, 4800,  49338
 9432,24, 160000, 8,1,8,      0, 6,2,2,0,2,2,20113, 4240,15873, 139999
 8525,24,      0, 9,2,2,      0,10,1,1,0,0,0,    0,    0,    0,  26774
 8526,24,      0,10,1,2,      0, 9,2,2,0,0,0,    0,    0,    0,  33223
 8582,24,  20000, 8,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  21385
10503,24,   6400, 3,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  16753
10361,24,  11000, 1,1,5,      0,99,9,9,0,3,1, 1100, 1100,    0,  60237
 9909,24,  19000, 3,1,7,      0,99,9,9,0,0,0,  150,  150,    0,  16664
 9481,24,  34000, 3,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  27502
 9924,24,      0, 4,1,6,   8000, 3,2,7,0,0,0,    0,    0,    0,  13366
 9163,24,      0,12,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  14383
10425,24,   6000, 5,2,7,      0,99,9,9,0,0,0,    0,    0,    0,   9984
 5754,24,      0, 1,2,5,      0,99,9,9,0,0,1,12500,  500,12000,  29431
 9702,24,  33000, 9,1,5,  28000, 8,2,5,0,0,0,  600,  100,  500,  70265
 8915,24,  27000, 6,1,2,  17000, 5,2,2,0,1,0, 5200, 1200, 4000,  41720
 8367,24,      0, 4,1,8,      0, 4,2,7,2,0,0,    0,    0,    0,  23745
 9877,24,   3600, 2,1,8,      0,99,9,9,0,0,1,    0,    0,    0,  12378
 9482,24,  37000, 3,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  31723
 5632,24,  24000, 1,2,2,      0,99,9,9,0,2,1,    0,    0,    0,  26802
 7613,24,  40000, 4,1,7,  15000, 4,2,7,1,0,0,    0,    0,    0,  60783
 6637,24,      0, 4,2,5,      0,99,9,9,0,2,0, 3000,    0, 3000,  29768
 9115,24,   2000,10,1,5,  11000, 6,2,2,1,0,0,    0,    0,    0,  32843
 9022,24,  20000, 5,2,7,      0,99,9,9,0,2,1,    0,    0,    0,  23328
10022,24,  20000, 6,1,5,   9800, 5,2,5,0,2,0, 1250,  100, 1150,  45578
 9656,24,  74000, 2,2,7,      0,99,9,9,0,0,0, 1000,    0, 1000,  54233
 8961,24,  18000, 4,1,7,  18000, 4,2,5,0,0,0,    0,    0,    0,  55538
 9550,24,  32000, 5,1,5,  19000, 5,2,5,0,2,0,    0,    0,    0,  70225
 9914,24,  50000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  41036
 9892,24,  34000, 5,2,7,      0,99,9,9,0,0,0, 1482,  264, 1218,  38773
 9798,24,  11000, 5,1,8,   5000, 4,2,1,0,2,0, 4110,  250, 3860,  37065
 9612,24,  29000, 4,2,5,  30000, 6,1,7,2,1,0,    0,    0,    0,  67737
 7632,24,  16000, 2,1,6,   7100, 1,2,2,1,0,1,    0,    0,    0,  34295
 9657,24,  60000, 3,1,8,      0,99,9,9,0,0,0, 2100,  100, 2000,  70468
 8955,24,      0,10,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  40357
 9541,24,  50000, 5,1,6,  30000, 2,2,6,0,0,0,    0,    0,    0, 102914
 8596,24,      0, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  20260
 9655,24,      0, 7,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  13048
 7040,24,  21000, 1,1,2,      0,99,9,9,0,0,1,    0,    0,    0,  14233
 8883,24,      0, 4,2,2,      0,99,9,9,1,1,1, 1030,  870,  160,  21828
 9185,24,      0, 4,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  49196
 9850,24,  33000, 8,2,2,  25000,10,1,2,0,0,0,    0,    0,    0,  68590
10121,24,  19000, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  15601
 8597,24,      0, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  11494
 8598,24,  50000, 9,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  56250
 9360,24,  15000, 6,1,8,  10000, 5,2,7,0,1,0, 4050,  450, 3600,  32496
 8983,24,   5000, 1,1,5,      0,99,9,9,0,0,1, 1000,  200,  800,   8424
 8920,24,      0,14,1,2,      0,13,2,2,0,0,0,    0,    0,    0,  28671
 9149,24,      0, 5,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  10835
 9623,24,      0, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   7245
 9624,24,      0, 6,2,7,      0,99,9,9,0,0,0, 4150, 1000, 3150,  46780
 9181,24,      0, 9,1,2,      0, 8,2,1,0,0,0,    0,    0,    0,  26164
 9144,24,      0,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  11967
 9045,24,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  10967
 8629,24,  73000, 7,1,7,  73000, 9,2,7,0,0,0,    0,    0,    0,  87019
 8815,24,      0,10,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  29431
 6902,24,  22000, 1,1,3,      0,99,9,9,0,0,1,    0,    0,    0,  35982
 6610,24,  31000, 5,2,3,      0,99,9,9,0,2,0, 1700, 1000,  700,  36142
 9046,24,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11739
 9047,24,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  13812
 9048,24,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  17991
 9049,24,      0,10,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  18990
 8441,24,  55000, 4,2,5,  58000, 4,1,5,1,1,0,  270,   70,  200, 138657
 9589,24,  87000, 5,1,7,      0, 3,2,7,1,2,0, 4750,  650, 4100, 114400
 9563,24,  25000, 5,2,2,  41000, 5,1,1,0,2,0,  490,  490,    0,  70621
 9199,24,  27000, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  31293
 8191,24,  28000, 2,2,2,      0,99,9,9,1,0,0,    0,    0,    0,  25043
 9303,24,      0,11,2,2,   4200,11,1,2,0,0,0,    0,    0,    0,  26926
 9777,24,  37000, 6,1,5,  11000, 6,2,3,0,0,1,    0,    0,    0,  63979
 8737,24,  32000, 2,2,5,  39000, 2,1,5,1,0,0,    0,    0,    0,  59850
10251,24,  16000, 6,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  31992
10280,24,  39000, 8,1,1,   9000, 8,2,2,0,0,0,    0,    0,    0,  48535
10053,24,  35000, 8,1,2,   4800, 7,2,1,0,0,0,    0,    0,    0,  58905
 9113,24,  45000, 4,1,5,  53000, 3,2,7,1,0,0,    0,    0,    0,  88206
10475,24,  44000, 8,1,2,   1700, 8,2,2,0,0,0, 1900,  400, 1500, 123927
 8194,24,  28000, 1,2,5,      0,99,9,9,0,0,1,    0,    0,    0,  49941
10154,24,  38000, 7,2,3,  68000, 9,1,7,0,0,0,    0,    0,    0,  82699
10102,24,      0,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  35021
 9960,24,      0,10,2,7,      0,99,9,9,0,0,0,  315,    0,  315,  46905
10608,24,  43000, 5,2,3,      0,99,9,9,0,0,0,  200,    0,  200,  63996
 9961,24,      0,12,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  34453
10354,24,  38000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  45556
 9962,24,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  13715
 8465,24,  35000, 2,1,1,      0, 1,2,2,2,0,1,    0,    0,    0,  42661
10365,24,   4500, 6,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   4873
 9742,24,  28000, 6,2,1,  30000, 5,1,2,1,0,1, 3700,  700, 3000,  62888
 9350,24,  14000, 5,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  16831
 8363,24,  36000, 8,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  31293
 8243,24,      0, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  13021
 8548,24,      0,13,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  33409
 9228,24,  60000, 4,1,5,  24000, 4,2,2,0,0,0,  365,   65,  300,  89320
 8695,24,  44000, 4,1,3,  28000, 4,2,2,0,1,0,  375,   50,   25,  67295
10333,24,  40000, 5,1,3,  26000, 4,2,2,0,3,0,  900,  600,    0,  83716
 8409,24,      0, 8,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11848
 9275,24,  22000, 6,2,1,      0,99,9,9,0,0,1,  290,  290,    0,  31025
 8927,24,      0,10,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  24042
 8389,24,  17000, 8,2,1,  59000, 8,1,5,0,0,1, 1700,    0, 1700, 108411
 8179,24,      0, 9,1,5,      0, 8,2,1,0,0,0,    0,    0,    0,  55462
 8807,24,      0, 3,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   6872
 9860,24,  25000, 7,2,1,  12000, 7,1,1,0,0,0,    0,    0,    0,  34883
 7083,24,      0, 8,2,6,      0,99,9,9,0,0,1,  312,  100,  212,  44033
 9434,24,  45000, 9,1,1,    500, 9,2,1,0,0,0,    0,    0,    0,  37455
 6752, 0,  40000, 5,2,2,  48000, 6,1,2,0,0,1,  600,  400,  200,  97275
 9872,24,      0,10,1,1,   2100, 9,2,1,0,0,0,  285,    0,    0,  51336
 9234,24,      0,12,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  42042
 8505,24,  40000, 5,2,3,  32000, 5,1,3,0,0,0,    0,    0,    0,  62190
 9421,24,  10000, 7,2,2,  40000, 7,1,1,0,0,1,    0,    0,    0,  47630
 9720,24,   7200, 9,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  39644
10104,24, 100000, 5,2,6, 110000, 5,1,5,0,2,0, 3670,  470, 1830, 199396
 8394,24,      0,12,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  35228
 8395,24,      0,11,2,2,      0,12,1,3,0,0,0,    0,    0,    0,  58993
 9311,24,  42000, 7,1,3,  31000, 8,2,6,0,0,0,    0,    0,    0,  93918
 9835,24,  15000,10,1,1,  15000, 9,2,3,0,0,0,    0,    0,    0,  58564
 9637,24,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  20674
10537,24,   8000, 4,2,3,      0,99,9,9,0,2,1, 2131,  850, 1281,  38765
 9468,24,      0,14,1,5,      0,12,2,5,0,0,0,    0,    0,    0,  16801
 9748,24,  40000, 5,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  33984
 9603,24,      0,11,1,1,      0,11,2,5,0,0,0,    0,    0,    0,  27117
10395,24,  45000, 3,1,3,  45000, 4,2,6,2,0,0,    0,    0,    0,  71547
10337,24,  35000, 3,1,3,  31000, 3,2,5,0,2,0,  300,  300,    0,  85045
 9276,24,      0, 8,2,2,  50000, 8,1,1,0,0,0,    0,    0,    0,  53336
10293,24,  30000, 5,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  22283
10261,24,      0, 6,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   7237
10514,24,   9000, 9,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  34568
10379,24,  56000, 7,1,3,   3900, 6,2,1,0,0,1,  700,  500,  200,  73368
 8900,24,      0, 9,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  65996
10308,24,  34000, 4,1,1,  22000, 3,2,5,0,2,0,  370,  260,    0,  64010
10122,24,  24000, 7,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  21753
10372,24,  18000, 4,2,5,      0,99,9,9,0,3,0, 1849, 1100,  499,  42410
10721,24, 110000, 6,1,3,      0,99,9,9,0,0,0,    0,    0,    0, 107223
 7633,24,      0, 8,1,5,   3800, 6,2,1,0,0,0,    0,    0,    0,  24247
 6653,24,      0,12,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  27492
 6493,24,      0, 9,1,3,      0,10,2,2,0,0,0,    0,    0,    0,  59809
 6654,24,      0,11,2,7,      0,11,1,5,0,0,0,    0,    0,    0,  32974
 6699,24,      0, 8,1,1,      0, 7,2,5,0,0,0,    0,    0,    0,  50462
 8189,24, 120000, 9,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  97595
 6655,24,      0,14,1,1,      0,13,2,1,0,0,0,    0,    0,    0,  40211
10271,24,  26000, 4,1,1,  42000, 6,2,3,0,0,0,  100,    0,    0,  72755
 9437,24,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  14855
10359,24,  20000, 3,2,1,  10000, 3,1,3,0,0,0,    0,    0,    0,  60024
10141,24,  18000, 2,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  18718
 9525,24,  31000, 4,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  28067
 9615,24,  35000, 7,1,5,  20000, 8,2,1,0,0,0,    0,    0,    0,  42863
 9304,24,      0,13,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  31476
 9958,24,  53000, 3,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  41997
 9479,24,      0, 5,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  10118
 9810,24,  79000, 3,1,5,  39000, 3,2,5,1,1,0,  130,  100,   30, 101737
 9837,24,  57000, 4,1,5,  27000, 2,2,7,0,0,0,    0,    0,    0,  62946
 9469,24,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14845
10390,24,  92000, 8,1,1,   2000, 8,2,5,0,0,0,    0,    0,    0, 101722
 9120,24,  12000, 6,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  10538
 9569,24,  21000, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  36264
 9368,24,  22000, 3,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  24263
 8396,24,      0,11,2,1,      0,10,1,1,0,0,0,    0,    0,    0,  28908
 8397,24,      0,12,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  21026
 8563,24,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14904
 9608,24,  13000, 8,1,2,  13000, 8,2,2,0,0,0,    0,    0,    0,  34699
 7580,24,  34000, 5,1,2,   5000, 1,2,3,0,0,1,    0,    0,    0,  50467
 9699,24,  20000, 9,1,7,  15000, 8,2,2,0,0,0,    0,    0,    0,  47948
 9744,24,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  14338
 9745,24,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  17254
 8984,24,  65000, 4,1,2,  50000, 4,2,3,0,1,1, 1090,  350,  740, 121857
 7591,24,  26000, 5,2,2,      0,99,9,9,0,2,0,  480,  300,  180,  42823
 9263,24,      0, 4,2,5,  43000, 4,1,7,1,2,0, 1040,  240,  200,  69996
 9095,24,  96000, 5,1,3,  45000, 4,2,5,0,2,0,  290,   90,  100, 131990
 7393,24,  23000, 2,1,2,  20000, 1,2,5,0,0,1,  420,  200,  220,  51886
 7807,24,  35000, 5,1,3,   8400, 3,2,3,1,0,0,    0,    0,    0,  53806
 8592,24,  49000, 8,1,1,  20000, 7,2,1,0,0,0,    0,    0,    0,  58175
 8837,24,  20000, 6,2,1,  10000, 6,1,2,0,0,1,    0,    0,    0,  43423
 7738,24,  83000, 8,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  61941
 9245,24,   7000,11,1,1,   3500,10,2,1,0,0,0,    0,    0,    0,  37001
 6490,24,  63000, 2,1,4,  30000, 1,2,4,1,0,1,    0,    0,    0, 124354
 7801,24,      0,10,1,1,  16000, 8,2,3,0,0,0,    0,    0,    0,  36132
 7917,24,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  28803
 7716,24,      0,13,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  31156
 7717,24,      0,10,1,5,      0,10,2,1,0,0,0,    0,    0,    0,  47475
 8383,24,  80000, 3,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  89369
 7711,24,  60000, 9,1,1,  15000, 8,2,1,0,0,0,    0,    0,    0,  68928
 8535,24,  87000, 5,1,5,  52000, 5,2,5,0,2,0,  370,  370,    0, 118520
 8004,24, 190000, 9,1,8,   6700, 7,2,2,0,0,0,    0,    0,    0, 161106
 7893,24,  35000, 4,1,5,  48000, 3,2,6,0,0,0,    0,    0,    0,  89436
 8351, 0,  80000, 8,2,5,  15000, 6,2,2,0,0,0,    0,    0,    0,  88092
 7865,24,  25000, 4,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  24022
 6695,24,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   8035
 6541,24,      0, 9,1,2,      0, 9,2,1,0,0,0,    0,    0,    0,  48106
 7778,24,  70000, 6,1,2,  58000, 6,2,5,0,0,1,  510,  160,  350, 144674
 8424,24,  30000, 4,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  37600
 8161,24,   5800, 9,1,3,      0, 9,2,1,0,0,0,    0,    0,    0,  33327
 7327,24,  16000, 2,2,2,  40000, 2,1,2,1,0,0,    0,    0,    0,  59142
 9016,24,      0, 7,2,5, 120000, 7,1,7,0,0,0,    0,    0,    0, 108491
 7293,24,      0, 9,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  10026
 7907,24,      0, 8,2,1,  45000, 8,1,5,0,0,0,    0,    0,    0,  54089
 6649,24,      0, 3,2,1,      0,99,9,9,2,0,0,    0,    0,    0,  21021
 8792,24,  38000, 8,1,1,  21000, 8,2,1,0,0,0,    0,    0,    0,  47642
 9382,24,  49000, 3,2,2,      0,99,9,9,0,1,0,   81,   80,    1,  43440
 9874,24,  83000, 7,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  50600
 9771,24,  45000, 2,2,5,  83000, 2,1,1,0,0,0,    0,    0,    0,  84123
10473,24,  93000, 4,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  83756
 9301,24,  28000, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  25472
10569,24, 100000, 6,1,6,  50000, 6,2,6,0,1,1,  740,  300,  200, 145054
 8962,24,  62000, 9,2,8,      0,99,9,9,0,0,0,  400,    0,    0,  48944
10295,24,  69000, 3,1,8,      0, 4,2,7,2,2,0,  912,  170,    0, 126005
 8432,24,  34000, 2,1,2,      0,99,9,9,0,1,1,    0,    0,    0,  63648
 9630,24,  53000, 2,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  45925
 9341,24,  70000, 6,2,7,      0,99,9,9,0,0,1, 2000,    0, 2000,  93967
 9166,24,  50000, 7,2,3,   6000, 8,1,1,0,0,0,    0,    0,    0,  52214
 9013,24,   8000, 1,2,5,      0,99,9,9,0,0,1,  170,  170,    0,   7216
 9152,24,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  19281
 8619,24,  39000, 2,1,2,  24000, 2,2,1,0,1,0,  580,  180,  400,  46860
 9875,24,  60000, 7,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  53565
 7119,24,  17000, 1,1,2,      0,99,9,9,0,0,1,  700,  700,    0,  21623
 9873,24,  28000, 2,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  34082
 9876,24,  80000, 6,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  77855
 9465,24,  65000, 5,2,5,  80000, 7,1,7,0,0,1, 1845,  225, 1500, 150621
 8207, 0,  15000, 2,1,5,  52000, 1,2,5,0,0,1,    0,    0,    0, 147467
 9528,24,  72000, 3,1,5,  60000, 3,2,3,1,1,0,  650,  150,  100,  96786
 6852,24,  50000, 2,2,2,      0,99,9,9,1,1,0,  125,  100,   25,  48535
 8648,24,      0, 3,2,1,      0,99,9,9,0,1,0,  210,  130,   80,  21859
 8938,24,      0,12,2,2,      0,13,1,2,0,0,0,    0,    0,    0,  37043
 8121,24,  42000, 8,2,2,      0,99,9,9,0,0,2,  900,    0,  900,  77346
 9417,24,  30000,10,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  75118
 5925,24,  37000, 3,1,1,  58000, 3,2,7,1,0,0,    0,    0,    0,  79675
 6010,24,   7000, 8,1,5,      0,99,9,9,0,0,0,20805,    0,20805, 112647
 7464,24,  88000, 6,1,8,  72000, 6,2,7,0,1,1, 4900,  700,  200, 160503
 6092,24,  37000, 9,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  34939
 6347,24, 110000, 9,1,5,  39000, 8,2,5,0,0,0, 4400, 1400, 3000, 136043
 6049,24,  80000, 5,2,7,      0, 8,1,2,0,0,0,    0,    0,    0,  77617
 6359,24,  30000, 5,1,5,      0,99,9,9,0,0,0,  450,  300,  150,  72110
 8939,24,      0,13,1,1,      0,12,2,7,0,0,0,    0,    0,    0,  41492
 8940,24,      0,10,2,7,      0,10,1,2,0,0,0,    0,    0,    0,  44993
 8541,24,      0, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  18570
 9110,24,      0,12,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  24535
 6450,24,  50000, 1,1,3,  19000, 1,2,7,0,0,2, 1000,  400,  600,  67500
 7758,24,      0, 1,2,1,      0,99,9,9,0,0,1,    0,    0,    0,  13642
 9823,24,  15000, 3,2,6,      0,99,9,9,0,0,0, 1940,  440, 1500,  44793
 8874,24,      0,11,2,1,      0,11,1,1,0,0,0,    0,    0,    0,  27990
 5892,24,      0, 1,1,2,      0,99,9,9,0,0,1,  478,  250,  228,   8425
 9218,24,  26000, 2,2,2,  34000, 3,1,3,0,0,0,  380,   80,  300,  75967
 9197,24,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  18241
